time,nodeID,positionX,positionY,positionZ,quality
2026-01-13T15:59:52.849376,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.931363,5720,20.780813,22.915573,-1.8137693,63
2026-01-13T15:59:52.932718,87b0,22.931187,22.91144,1.8399647,72
2026-01-13T15:59:52.933749,d284,20.220062,16.367693,-1.1936044,87
2026-01-13T15:59:52.936548,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.942917,d238,21.655172,25.372061,1.4384586,57
2026-01-13T15:59:52.945075,d200,21.007681,25.924263,-2.3094568,13
2026-01-13T15:59:52.946893,d43a,18.880613,11.433621,1.5269537,90
2026-01-13T15:59:52.948655,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.950547,4c0f,14.958946,12.779904,-0.59508187,94
2026-01-13T15:59:52.951779,1bb3,-3.0417197,25.38077,0.27747387,97
2026-01-13T15:59:52.991673,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:53.031472,5720,20.77165,22.912811,-1.8180259,63
2026-01-13T15:59:53.033073,d284,20.149334,16.37941,-1.1598848,87
2026-01-13T15:59:53.034254,87b0,22.903263,22.921312,1.8433892,69
2026-01-13T15:59:53.040988,4103,NaN,NaN,NaN,0
2026-01-13T15:59:53.042424,d238,21.654028,25.372314,1.434538,57
2026-01-13T15:59:53.044232,d43a,18.874323,11.480283,1.5740281,90
2026-01-13T15:59:53.046192,d200,21.002771,25.93815,-2.3604906,15
2026-01-13T15:59:53.092237,49a2,-0.72231805,25.399666,0.1385356,87
2026-01-13T15:59:53.093586,1bb3,-3.0710828,25.416441,0.17591323,97
2026-01-13T15:59:53.094621,4110,NaN,NaN,NaN,0
2026-01-13T15:59:53.096012,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:53.131750,d284,NaN,NaN,NaN,0
2026-01-13T15:59:53.133129,5720,20.771055,22.930634,-1.8307059,62
2026-01-13T15:59:53.134389,87b0,22.890078,22.939348,1.8380358,70
2026-01-13T15:59:53.136372,d238,21.660402,25.376839,1.4319142,57
